carat,cut,color,clarity,depth,table,price,x,y,z,price_inr,volume,price_per_carat,dimension_ratio,carat_category,cluster
0.7,Premium,E,SI1,61.0,57.0,2777,5.73,5.68,3.48,236045.0,113.261472,3967.1428571428573,1.639367816091954,Medium,0
0.7,Premium,E,SI1,61.0,58.0,2777,5.78,5.72,3.51,236045.0,116.04621599999999,3967.1428571428573,1.6381766381766383,Medium,0
0.7,Ideal,E,SI1,61.4,57.0,2777,5.76,5.7,3.52,236045.0,115.56864,3967.1428571428573,1.6278409090909092,Medium,0
0.72,Premium,F,SI1,61.8,61.0,2777,5.82,5.71,3.56,236045.0,118.306632,3856.944444444445,1.6193820224719102,Medium,0
0.7,Very Good,E,SI1,59.9,63.0,2777,5.76,5.7,3.43,236045.0,112.61376000000001,3967.1428571428573,1.6705539358600583,Medium,0
0.7,Premium,E,SI1,61.3,58.0,2777,5.71,5.68,3.49,236045.0,113.19047200000001,3967.1428571428573,1.6318051575931232,Medium,0
0.7,Premium,E,SI1,60.5,58.0,2777,5.77,5.74,3.48,236045.0,115.25690399999999,3967.1428571428573,1.653735632183908,Medium,0
0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6,236045.0,113.49935999999998,3967.1428571428573,1.5597222222222222,Medium,0
0.98,Fair,H,SI2,67.9,60.0,2777,6.05,5.97,4.08,236045.0,147.36347999999998,2833.673469387755,1.4730392156862744,Medium,1
0.78,Premium,F,SI1,62.4,58.0,2777,5.83,5.8,3.63,236045.0,122.74481999999999,3560.25641025641,1.6019283746556472,Medium,0
0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51,236045.0,108.30455999999998,3967.1428571428573,1.5826210826210827,Medium,0
0.52,Ideal,F,VVS1,61.3,55.0,2778,5.19,5.22,3.19,236130.0,86.422842,5342.307692307692,1.6316614420062696,Medium,0
0.73,Very Good,H,VS2,60.8,56.0,2779,5.82,5.84,3.55,236215.0,120.66023999999999,3806.849315068493,1.6422535211267606,Medium,0
0.74,Ideal,E,SI1,61.7,56.0,2779,5.84,5.8,3.59,236215.0,121.60047999999999,3755.4054054054054,1.6211699164345406,Medium,0
0.7,Very Good,F,VS2,63.6,57.0,2780,5.61,5.65,3.58,236300.0,113.47347000000002,3971.4285714285716,1.5726256983240225,Medium,0
0.77,Premium,G,VS2,61.2,58.0,2780,5.9,5.93,3.62,236300.0,126.65294000000002,3610.3896103896104,1.6339779005524862,Medium,0
0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54,236300.0,115.01318399999998,3915.492957746479,1.6101694915254234,Medium,0
0.74,Ideal,G,VS1,61.5,55.0,2780,5.81,5.86,3.59,236300.0,122.22729399999999,3756.7567567567567,1.6253481894150419,Medium,0
0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49,236300.0,112.787028,3971.4285714285716,1.6289398280802292,Medium,0
1.01,Premium,F,I1,61.8,60.0,2781,6.39,6.36,3.94,236385.0,160.123176,2753.4653465346532,1.618020304568528,Medium,1
0.77,Ideal,H,SI1,62.2,56.0,2781,5.83,5.88,3.64,236385.0,124.78065600000001,3611.6883116883114,1.6085164835164836,Medium,0
0.78,Ideal,H,SI1,61.2,56.0,2781,5.92,5.99,3.64,236385.0,129.077312,3565.3846153846152,1.635989010989011,Medium,0
0.72,Very Good,H,VS1,60.6,63.0,2782,5.83,5.76,3.51,236470.0,117.86860799999998,3863.888888888889,1.650997150997151,Medium,0
0.53,Very Good,D,VVS2,57.5,64.0,2782,5.34,5.37,3.08,236470.0,88.32146399999999,5249.056603773584,1.7386363636363638,Medium,0
0.76,Ideal,G,VS2,61.3,56.0,2782,5.9,5.94,3.63,236470.0,127.21698000000002,3660.5263157894738,1.6308539944903582,Medium,0
0.7,Good,E,VS1,57.2,62.0,2782,5.81,5.77,3.31,236470.0,110.963447,3974.2857142857147,1.7492447129909363,Medium,0
0.7,Premium,E,VS1,62.9,60.0,2782,5.62,5.54,3.51,236470.0,109.283148,3974.2857142857147,1.5897435897435899,Medium,0
0.75,Very Good,D,SI2,63.1,58.0,2782,5.78,5.73,3.63,236470.0,120.22342200000001,3709.3333333333335,1.585399449035813,Medium,0
0.72,Ideal,D,SI1,60.8,57.0,2782,5.76,5.75,3.5,236470.0,115.91999999999999,3863.888888888889,1.6442857142857144,Medium,0
0.72,Premium,D,SI1,62.7,59.0,2782,5.73,5.69,3.58,236470.0,116.72124600000001,3863.888888888889,1.5949720670391063,Medium,0
0.7,Premium,D,SI1,62.8,60.0,2782,5.68,5.66,3.56,236470.0,114.44972800000001,3974.2857142857147,1.5926966292134832,Medium,0
0.84,Fair,G,SI1,55.1,67.0,2782,6.39,6.2,3.47,236470.0,137.47446000000002,3311.904761904762,1.814121037463977,Medium,1
0.75,Premium,F,SI1,61.4,59.0,2782,5.88,5.85,3.6,236470.0,123.83279999999999,3709.3333333333335,1.6291666666666667,Medium,0
0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21,236555.0,85.46689199999999,5351.923076923077,1.6074766355140186,Medium,0
0.72,Very Good,F,VS2,63.0,54.0,2784,5.69,5.73,3.6,236640.0,117.37332000000002,3866.666666666667,1.5861111111111112,Medium,0
0.79,Very Good,H,VS1,63.7,56.0,2784,5.85,5.92,3.75,236640.0,129.87,3524.0506329113923,1.5693333333333332,Medium,0
0.72,Very Good,F,VS2,63.6,58.0,2787,5.66,5.69,3.61,236895.0,116.26149400000001,3870.8333333333335,1.5720221606648201,Medium,0
0.51,Ideal,F,VVS1,62.0,57.0,2787,5.11,5.15,3.18,236895.0,83.68647000000001,5464.705882352941,1.6132075471698115,Medium,0
0.64,Ideal,D,VS1,61.5,56.0,2787,5.54,5.55,3.41,236895.0,104.84727000000001,4354.6875,1.626099706744868,Medium,0
0.7,Very Good,H,VVS1,60.5,60.0,2788,5.74,5.77,3.48,236980.0,115.25690399999999,3982.857142857143,1.653735632183908,Medium,0
0.83,Very Good,I,VS1,61.1,60.0,2788,6.07,6.1,3.72,236980.0,137.74044,3359.0361445783133,1.635752688172043,Medium,1
0.76,Ideal,I,VVS2,61.8,56.0,2788,5.85,5.87,3.62,236980.0,124.30899000000001,3668.4210526315787,1.61878453038674,Medium,0
0.71,Good,D,VS2,63.3,56.0,2788,5.64,5.68,3.58,236980.0,114.686016,3926.760563380282,1.5810055865921788,Medium,0
0.77,Good,G,VS1,59.4,64.0,2788,5.97,5.92,3.53,236980.0,124.75867199999999,3620.779220779221,1.6841359773371107,Medium,1
0.71,Ideal,F,SI1,62.5,55.0,2788,5.71,5.65,3.55,236980.0,114.52832500000001,3926.760563380282,1.6,Medium,0
1.01,Fair,E,I1,64.5,58.0,2788,6.29,6.21,4.03,236980.0,157.415427,2760.39603960396,1.5508684863523572,Medium,1
1.01,Premium,H,SI2,62.7,59.0,2788,6.31,6.22,3.93,236980.0,154.245426,2760.39603960396,1.594147582697201,Medium,1
0.77,Good,F,SI1,64.2,52.0,2789,5.81,5.77,3.72,237065.0,124.708164,3622.077922077922,1.5564516129032255,Medium,0
0.76,Good,E,SI1,63.7,54.0,2789,5.76,5.85,3.7,237065.0,124.6752,3669.736842105263,1.5689189189189188,Medium,0
0.76,Premium,E,SI1,60.4,58.0,2789,5.92,5.94,3.58,237065.0,125.889984,3669.736842105263,1.6564245810055864,Medium,0
0.76,Premium,E,SI1,61.8,58.0,2789,5.82,5.86,3.61,237065.0,123.11977200000001,3669.736842105263,1.6177285318559558,Medium,0
1.05,Very Good,J,SI2,63.2,56.0,2789,6.49,6.45,4.09,237065.0,171.209445,2656.190476190476,1.5819070904645478,Medium,1
0.81,Ideal,G,SI2,61.6,56.0,2789,5.97,6.01,3.69,237065.0,132.396093,3443.2098765432097,1.6233062330623307,Medium,0
0.7,Ideal,E,SI1,61.6,56.0,2789,5.72,5.75,3.53,237065.0,116.1017,3984.2857142857147,1.6246458923512748,Medium,0
0.55,Ideal,G,IF,60.9,57.0,2789,5.28,5.3,3.22,237065.0,90.10848000000001,5070.90909090909,1.6428571428571428,Medium,0
0.81,Good,G,SI2,61.0,61.0,2789,5.94,5.99,3.64,237065.0,129.51338400000003,3443.2098765432097,1.6387362637362637,Medium,1
0.63,Premium,E,VVS2,62.1,57.0,2789,5.48,5.41,3.38,237065.0,100.20618400000001,4426.984126984127,1.6109467455621302,Medium,0
0.63,Premium,E,VVS1,60.9,60.0,2789,5.55,5.52,3.37,237065.0,103.24331999999998,4426.984126984127,1.642433234421365,Medium,0
0.77,Premium,H,VS1,61.3,60.0,2789,5.9,5.88,3.61,237065.0,125.23812,3622.077922077922,1.6315789473684212,Medium,0
1.05,Fair,J,SI2,65.8,59.0,2789,6.41,6.27,4.18,237065.0,167.99712599999998,2656.190476190476,1.5167464114832536,Medium,1
0.64,Ideal,G,IF,61.3,56.0,2790,5.54,5.58,3.41,237150.0,105.414012,4359.375,1.6304985337243403,Medium,0
0.76,Premium,I,VVS1,58.8,59.0,2790,6.0,5.94,3.51,237150.0,125.09639999999999,3671.0526315789475,1.700854700854701,Medium,0
0.83,Ideal,F,SI2,62.3,55.0,2790,6.02,6.05,3.76,237150.0,136.94296,3361.4457831325303,1.6050531914893618,Medium,1
0.71,Premium,F,VS1,60.1,62.0,2790,5.77,5.74,3.46,237150.0,114.59450799999999,3929.5774647887324,1.6632947976878611,Medium,0
0.71,Premium,F,VS1,61.8,59.0,2790,5.73,5.69,3.53,237150.0,115.09106100000001,3929.5774647887324,1.6175637393767708,Medium,0
0.87,Very Good,I,SI1,63.6,55.8,2791,6.07,6.1,3.87,237235.0,143.29449,3208.0459770114944,1.5723514211886305,Medium,1
0.73,Ideal,E,SI1,62.2,56.0,2791,5.74,5.78,3.58,237235.0,118.774376,3823.2876712328766,1.6089385474860334,Medium,0
0.71,Premium,E,SI1,59.2,59.0,2792,5.83,5.86,3.46,237320.0,118.206748,3932.3943661971834,1.6893063583815031,Medium,0
0.71,Premium,E,SI1,61.8,59.0,2792,5.7,5.75,3.54,237320.0,116.0235,3932.3943661971834,1.617231638418079,Medium,0
0.71,Ideal,E,SI1,61.3,55.0,2792,5.72,5.77,3.52,237320.0,116.17548799999999,3932.3943661971834,1.6321022727272725,Medium,0
0.7,Premium,F,VS1,62.1,60.0,2792,5.71,5.65,3.53,237320.0,113.88309500000001,3988.571428571429,1.6090651558073654,Medium,0
0.7,Premium,F,VS1,60.7,60.0,2792,5.78,5.75,3.5,237320.0,116.32249999999999,3988.571428571429,1.6471428571428572,Medium,0
0.76,Premium,H,VVS2,59.6,57.0,2792,5.91,5.86,3.51,237320.0,121.560426,3673.684210526316,1.6766381766381766,Medium,0
0.7,Ideal,F,VS1,62.2,56.0,2792,5.73,5.68,3.55,237320.0,115.53971999999999,3988.571428571429,1.6070422535211268,Medium,0
0.79,Very Good,G,SI1,60.6,57.0,2793,5.98,6.06,3.65,237405.0,132.27161999999998,3535.443037974683,1.6493150684931506,Medium,0
0.7,Very Good,E,VS2,62.9,57.0,2793,5.66,5.69,3.57,237405.0,114.97327800000001,3990.0000000000005,1.589635854341737,Medium,0
0.7,Good,E,VS2,64.1,55.0,2793,5.6,5.66,3.61,237405.0,114.42255999999999,3990.0000000000005,1.559556786703601,Medium,0
0.76,Ideal,I,VS2,61.3,56.0,2793,5.87,5.91,3.61,237405.0,125.23703700000002,3675.0,1.6315789473684212,Medium,0
0.73,Ideal,H,VS2,62.7,55.0,2793,5.72,5.76,3.6,237405.0,118.60991999999999,3826.027397260274,1.5944444444444446,Medium,0
0.79,Very Good,E,SI1,63.2,56.0,2794,5.91,5.86,3.72,237490.0,128.83327200000002,3536.7088607594933,1.5819892473118278,Medium,0
0.71,Very Good,E,VS2,60.7,56.0,2795,5.81,5.82,3.53,237575.0,119.364126,3936.6197183098593,1.6473087818696883,Medium,0
0.81,Premium,I,VVS2,61.9,60.0,2795,5.91,5.86,3.64,237575.0,126.06266400000001,3450.617283950617,1.6167582417582416,Medium,1
0.81,Ideal,F,SI2,62.6,55.0,2795,5.92,5.96,3.72,237575.0,131.25350400000002,3450.617283950617,1.5967741935483868,Medium,0
0.72,Good,F,VS1,60.7,60.0,2795,5.74,5.72,3.48,237575.0,114.258144,3881.944444444445,1.6465517241379313,Medium,0
0.72,Premium,D,SI2,62.0,60.0,2795,5.73,5.69,3.54,237575.0,115.41709800000001,3881.944444444445,1.6129943502824862,Medium,0
0.72,Premium,I,IF,63.0,57.0,2795,5.72,5.7,3.6,237575.0,117.3744,3881.944444444445,1.586111111111111,Medium,0
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,237575.0,135.02489699999998,3450.617283950617,1.7226890756302522,Medium,1
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58,237575.0,115.90071000000002,3881.944444444445,1.5893854748603353,Medium,0
1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,237575.0,165.82176500000003,2795.0,1.7180156657963446,Medium,1
0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62,237660.0,118.85184000000001,3830.13698630137,1.5828729281767957,Medium,0
0.81,Very Good,H,SI2,61.3,59.0,2797,5.94,6.01,3.66,237745.0,130.659804,3453.0864197530864,1.6325136612021856,Medium,1
0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67,237745.0,135.88909,3453.0864197530864,1.6580381471389647,Medium,1
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57,237745.0,115.581249,3939.43661971831,1.5938375350140055,Medium,0
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52,237745.0,115.97520000000002,3939.43661971831,1.6306818181818183,Medium,0
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52,237745.0,114.96531200000001,3939.43661971831,1.6235795454545454,Medium,0
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31,237745.0,94.56339,4907.01754385965,1.6148036253776434,Medium,0
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,237745.0,83.748864,5484.313725490196,1.6214511041009465,Medium,0
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,237745.0,116.7595,3884.722222222222,1.6154929577464787,Medium,0
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,237745.0,120.01484599999999,3779.7297297297296,1.6173184357541897,Medium,0
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,237745.0,121.054836,3779.7297297297296,1.6243016759776534,Medium,0
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,237745.0,117.91975999999998,3995.714285714286,1.7020348837209305,Medium,0
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,237745.0,133.00190099999998,3496.25,1.6403269754768393,Medium,1
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,237745.0,154.666435,2769.3069306930693,1.4818401937046006,Medium,1
0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,237745.0,128.170368,3496.25,1.5779569892473118,Medium,1
0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62,237830.0,125.58395400000002,3633.7662337662337,1.62707182320442,Medium,0
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,237915.0,139.661875,3372.289156626506,1.7229916897506927,Medium,1
0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74,237915.0,134.413356,3413.4146341463415,1.6029411764705879,Medium,0
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,237915.0,126.06266400000001,3588.461538461538,1.6167582417582416,Medium,0
0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,238000.0,99.32012999999999,4666.666666666667,1.6253731343283582,Medium,0
0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,238000.0,140.562383,3111.111111111111,1.6068601583113455,Medium,1
0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,238000.0,110.93599999999999,4000.0000000000005,1.6085714285714285,Medium,0
0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,238000.0,146.06858,3111.111111111111,1.6315789473684212,Medium,1
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,238000.0,136.936192,3373.4939759036147,1.6050531914893618,Medium,1
0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,238000.0,136.891854,3373.4939759036147,1.6176470588235294,Medium,1
0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,238000.0,133.96305999999998,3373.4939759036147,1.6002673796791442,Medium,1
0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,238000.0,117.045488,3783.7837837837837,1.5905292479108635,Medium,0
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,238000.0,129.27208000000002,3544.3037974683543,1.61716621253406,Medium,0
0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,238000.0,100.321965,4590.163934426229,1.6047197640117992,Medium,0
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,238000.0,118.20052,3684.2105263157896,1.689306358381503,Medium,1
0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,238085.0,158.426996,2917.7083333333335,1.6469072164948455,Medium,1
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,238085.0,120.60288,3836.986301369863,1.601108033240997,Medium,0
0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,238085.0,117.86688,3836.986301369863,1.5961002785515321,Medium,0
0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,238085.0,126.88065199999998,3734.6666666666665,1.6559888579387188,Medium,0
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,238085.0,114.08607,3945.0704225352115,1.6104815864022666,Medium,0
0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,238085.0,117.7522,3945.0704225352115,1.7308823529411765,Medium,0
0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,238085.0,113.589036,3945.0704225352115,1.5668523676880224,Medium,0
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,238085.0,114.246096,3945.0704225352115,1.5912921348314606,Medium,0
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,238085.0,165.6344,2693.2692307692305,1.6087500000000001,Medium,1
1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,238085.0,162.75414,2801.0,1.6067839195979898,Medium,1
0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,238170.0,143.45696400000003,3220.689655172414,1.6693548387096775,Medium,1
0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,238170.0,88.7922,5286.792452830188,1.6157407407407405,Medium,0
0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,238170.0,116.610021,3891.666666666667,1.5877437325905293,Medium,0
0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,238170.0,119.6316,3891.666666666667,1.601388888888889,Medium,0
0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,238255.0,112.92372499999999,4004.2857142857147,1.5887323943661975,Medium,0
0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,238255.0,121.638636,3787.837837837838,1.575136612021858,Medium,0
0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,238255.0,115.242075,3947.887323943662,1.6324786324786327,Medium,0
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,238255.0,122.11147999999999,3839.72602739726,1.6521126760563383,Medium,0
0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,238255.0,112.82185199999999,4004.2857142857147,1.5358126721763083,Medium,0
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,238255.0,115.05564000000001,3947.887323943662,1.5969101123595506,Medium,0
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,238255.0,114.88112999999998,3947.887323943662,1.7248520710059172,Medium,0
0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,238255.0,114.00570000000002,3947.887323943662,1.6031073446327686,Medium,0
0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,238255.0,126.22360800000001,3640.2597402597403,1.6312154696132595,Medium,0
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,238255.0,116.327239,3947.887323943662,1.668587896253602,Medium,0
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,238255.0,130.59774000000002,3593.5897435897436,1.6456043956043955,Medium,0
0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,238255.0,114.601416,3947.887323943662,1.5738161559888582,Medium,0
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,238255.0,147.03727500000002,3080.21978021978,1.605194805194805,Medium,1
0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,238340.0,114.51312,3949.2957746478874,1.5666666666666669,Medium,0
0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,238340.0,116.700144,3949.2957746478874,1.5619834710743803,Medium,0
0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,238340.0,129.66576,3505.0,1.5999999999999999,Medium,0
0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,238340.0,116.06917200000001,4005.714285714286,1.6039325842696632,Medium,0
0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,238340.0,117.57528999999998,3894.444444444445,1.6211267605633803,Medium,0
0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,238340.0,116.679,3894.444444444445,1.6081460674157302,Medium,0
0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,238340.0,135.93177599999999,3419.512195121951,1.625,Medium,0
0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,238340.0,112.34472,4005.714285714286,1.6397694524495674,Medium,0
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,238340.0,118.568884,3894.444444444445,1.6075418994413406,Medium,0
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,238340.0,119.13895999999998,3894.444444444445,1.625,Medium,0
0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,238340.0,137.139552,3115.5555555555557,1.4861111111111112,Medium,1
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,238425.0,121.38867,3790.5405405405404,1.6197771587743732,Medium,0
0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,238425.0,119.80827999999998,3790.5405405405404,1.6159217877094971,Medium,0
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,238425.0,120.01484599999999,3842.4657534246576,1.6173184357541897,Medium,0
0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,238425.0,91.62799199999999,4921.0526315789475,1.7041139240506327,Medium,0
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,238425.0,117.33449999999999,3842.4657534246576,1.5991620111731841,Medium,0
0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,238425.0,117.45762,3895.8333333333335,1.593314763231198,Medium,0
0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,238425.0,118.13145,3790.5405405405404,1.6388101983002834,Medium,1
0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,238425.0,131.80406399999998,3420.7317073170734,1.562169312169312,Medium,1
0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,238510.0,129.10055400000002,3464.1975308641972,1.6029810298102982,Medium,1
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,238510.0,122.8734,3741.3333333333335,1.6502808988764044,Medium,0
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,238510.0,115.89978399999998,4008.571428571429,1.623229461756374,Medium,0
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,238595.0,114.608208,3953.5211267605637,1.6073446327683614,Medium,0
0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,238595.0,121.28512,3953.5211267605637,1.6676136363636365,Medium,0
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,238595.0,147.609216,3018.279569892473,1.6145833333333335,Medium,1
0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,238680.0,128.35929000000002,3510.0,1.591891891891892,Medium,0
0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,238680.0,113.359488,4011.4285714285716,1.612215909090909,Medium,0
1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,238680.0,152.68360800000002,2808.0,1.5049140049140048,Medium,1
0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,238680.0,121.09678,3744.0,1.5780821917808219,Medium,0
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,238680.0,96.94179,4841.379310344828,1.6424242424242426,Medium,0
0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,238680.0,118.11198,3846.5753424657537,1.584487534626039,Medium,0
0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,238765.0,124.308405,3467.901234567901,1.5858310626702998,Medium,0
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,238765.0,134.319075,3467.901234567901,1.6897506925207755,Medium,1
0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,238765.0,119.56815999999999,3956.3380281690143,1.6487252124645895,Medium,0
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,238765.0,194.078394,2340.8333333333335,1.546189376443418,Medium,1
0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,238850.0,112.3185,4014.2857142857147,1.6185714285714285,Medium,0
0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,238850.0,117.26486399999999,4014.2857142857147,1.668103448275862,Medium,0
0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,238850.0,122.35859999999998,3797.2972972972975,1.6194444444444445,Medium,0
0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,238850.0,109.679427,4014.2857142857147,1.5925925925925926,Medium,0
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,238850.0,127.78912799999999,3512.5,1.594850948509485,Medium,0
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,238935.0,119.92780799999998,3748.0,1.5769230769230769,Medium,0
0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,238935.0,134.85199,3386.7469879518076,1.5738786279683377,Medium,0
1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,238935.0,149.45189799999997,2811.0,1.5224438902743145,Medium,1
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,238935.0,157.30426799999998,2839.3939393939395,1.4677033492822966,Medium,1
0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,239020.0,110.89424399999999,4017.1428571428573,1.5878186968838528,Medium,0
0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,239020.0,116.049375,4017.1428571428573,1.681159420289855,Medium,0
0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,239020.0,106.25895000000001,4017.1428571428573,1.5742857142857143,Medium,0
